User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:18:29Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],bf9e7c41-f749-4f66-a7ea-572cbec2e273,f5883b2a-5d56-4289-84e3-ab271e8d5689,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:18:19Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],5b9fb11c-d797-4178-9544-311b05b589f3,201ceca7-874f-4201-aa68-b70f97f05419,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:17:06Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],104be61d-b6d0-424f-aab5-219b137ff327,12c86d3b-f688-4960-bcd9-1434615c4634,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:16:30Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],21cd09df-1f0a-47cb-9e4e-511e7200043b,9ab61cef-2e31-4beb-a5dd-0a7c5ab7cfa6,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:13:18Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,74.104.150.219,console.amazonaws.com,,[],c9595ff8-9bde-4de3-af39-4613c1f84695,c834e0fd-86ce-4a8a-9223-42fc5887c692,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:58Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],93914285-80e6-435d-92dd-5d0d7416875a,2e769426-5f51-41a1-9ed0-3e2620ecffb9,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:58Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,74.104.150.219,console.amazonaws.com,,[],65003ab0-5190-4769-8744-c654e42d1953,dc324645-2aa6-46b4-8b36-971175815e0e,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:49Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],30f5537e-d345-4dbb-a9c5-d7a3a2f4b52d,18a5c703-8205-470f-b729-94d5839f8de2,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:49Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-1,74.104.150.219,console.amazonaws.com,,[],a5d9090f-47cb-4dfb-8f3d-ac9760de17f2,1be09d7d-feee-4af5-80fc-5242a8af1c08,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:49Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,74.104.150.219,console.amazonaws.com,,[],9e105d08-3595-4820-8b1a-b02668a8afad,82636e8b-2cd4-498e-bbf0-ea773634fe4b,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:49Z,cloudtrail.amazonaws.com,ListTags,us-east-1,74.104.150.219,console.amazonaws.com,,[],871b58fb-d2e1-4f6e-9a10-3ff1efa62670,8cce0e6b-eb7c-4c58-9ff1-e43e7b9233d6,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:49Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],60944dac-bf74-4d4f-8e56-c3dc7b56e7c1,d762a5f2-aee3-40ff-912e-b80c3db3224a,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:49Z,cloudtrail.amazonaws.com,GetInsightSelectors,us-east-1,74.104.150.219,console.amazonaws.com,InsightNotEnabledException,[],ab07a293-0f02-4c58-864e-30a618774dbd,e85f2207-0817-4e5b-ae54-a73c4a14b432,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:46Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,74.104.150.219,console.amazonaws.com,,[],ff522886-18f3-481f-844f-34db8955dc85,2217b3d3-2716-4f24-b8a4-cd9be5786275,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:46Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],5c35442a-02a2-4d1b-b889-130fd78cf631,98a1e669-6a9f-491a-8716-a4e7a23ef853,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:46Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],5e8b153a-fcf4-45aa-bbc5-c8cef22fb32e,b6b7bf36-8a79-4b87-b2a1-9d72b96d8d65,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:39Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],c8ac150b-5f88-48f4-9d8d-a7c0eda2e6de,154ac84f-bfba-4f65-aef7-4cfa52ca50b5,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:39Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-1,74.104.150.219,console.amazonaws.com,,[],e306cf63-4ea4-4803-82a2-0df6a80612bd,57fb6c80-20ee-42a1-9b02-7d91bfa23b70,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:39Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],851127c5-dbec-4bc0-a2ba-b725d7b065a1,7cba783c-46d6-4b55-8b08-7865e325e33b,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:39Z,cloudtrail.amazonaws.com,ListTags,us-east-1,74.104.150.219,console.amazonaws.com,,[],1cab8231-d65b-4d0f-9490-080416300fad,9dc6e25e-707d-42c2-9cc1-28358fff2845,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:39Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,74.104.150.219,console.amazonaws.com,,[],0067429a-f556-4bdd-bedb-6972e787c25a,ac4dbfac-8fcc-4514-94bb-ce64424a985a,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:32Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],d736ad80-a931-486e-8d88-6eaae5c59c34,b612ba25-77fa-431d-ad58-6ff1a47c1004,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:12:31Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],8d7ccd8e-645b-499d-8887-e74bd512d794,d7017922-1cda-4669-905c-d56c9232399f,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:10:45Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,74.104.150.219,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.914 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation",AccessDenied,[],eb08f85d-80e7-439a-944f-5a6343e69b99,2ea73388-1bd5-409b-80cc-e8602f5e3508,true,AwsApiCall,304349872941,Management
,,2020-12-22T00:08:08Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],EA2967C32A72BF5F,28379f91-6ae6-4e60-a9c0-84acaf6f39e8,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:08:07Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,74.104.150.219,console.amazonaws.com,,[],b263a784-b587-4c07-b91d-0fb09250cd27,04dcd435-c7c6-42a8-be34-394aa19c2b82,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:08:07Z,cloudtrail.amazonaws.com,GetEventSelectors,us-east-1,74.104.150.219,console.amazonaws.com,,[],992c8206-1889-448f-b0a8-32c078f5d17e,11ee998e-27f4-434d-bc71-3661d8b58c0d,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:08:07Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],11fc63fb-a018-4a7e-b67b-c342a97e55f9,508944d0-688b-43d5-a9df-c711ae355dea,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:54Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,74.104.150.219,console.amazonaws.com,,[],def71b36-7ab9-45cf-af03-4cabb90f1d1d,15c5ac46-31ac-40da-aed2-4be3b3ff18c1,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:54Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,74.104.150.219,console.amazonaws.com,,[],8dd2f1c6-b86a-45f9-92d5-adbe5723600d,24e03ca7-00a5-4c96-b13c-0dfcdc9062a7,true,AwsApiCall,304349872941,Management
CloudTrail,ASIAUNXFKQMWT3TPTRVK,2020-12-22T00:07:54Z,cloudtrail.amazonaws.com,LookupEvents,us-east-1,74.104.150.219,console.amazonaws.com,,[],2d0b6fb9-14f4-48c2-babb-7a8d62973b3c,56226616-49f6-445c-bfd6-5ccab6a241fe,true,AwsApiCall,304349872941,Management
